Land,Ride,Wait Time,Local Time,Day of Week
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,120,2024-07-13 14:30:03.819144-07:00,Saturday
Cars Land,Mater's Junkyard Jamboree,5,2024-07-13 14:45:04.312967-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 14:45:04.312967-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 14:45:04.312967-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 14:45:04.312967-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,10,2024-07-13 14:45:04.312967-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-13 14:45:04.312967-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,20,2024-07-13 14:45:04.312967-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,20,2024-07-13 14:45:04.312967-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-13 14:45:04.312967-07:00,Saturday
Pixar Pier,Incredicoaster,30,2024-07-13 14:45:04.312967-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",35,2024-07-13 14:45:04.312967-07:00,Saturday
Grizzly Peak,Soarin' Around the World,40,2024-07-13 14:45:04.312967-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,40,2024-07-13 14:45:04.312967-07:00,Saturday
Paradise Gardens Park,Goofy's Sky School,45,2024-07-13 14:45:04.312967-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,55,2024-07-13 14:45:04.312967-07:00,Saturday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,65,2024-07-13 14:45:04.312967-07:00,Saturday
Cars Land,Radiator Springs Racers,65,2024-07-13 14:45:04.312967-07:00,Saturday
Cars Land,Mater's Junkyard Jamboree,5,2024-07-13 15:00:03.498635-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 15:00:03.498635-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 15:00:03.498635-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 15:00:03.498635-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",10,2024-07-13 15:00:03.498635-07:00,Saturday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,15,2024-07-13 15:00:03.498635-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,15,2024-07-13 15:00:03.498635-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-13 15:00:03.498635-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-13 15:00:03.498635-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,20,2024-07-13 15:00:03.498635-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,20,2024-07-13 15:00:03.498635-07:00,Saturday
Paradise Gardens Park,Goofy's Sky School,30,2024-07-13 15:00:03.498635-07:00,Saturday
Pixar Pier,Incredicoaster,35,2024-07-13 15:00:03.498635-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,35,2024-07-13 15:00:03.498635-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,40,2024-07-13 15:00:03.498635-07:00,Saturday
Grizzly Peak,Soarin' Around the World,50,2024-07-13 15:00:03.498635-07:00,Saturday
Cars Land,Radiator Springs Racers,65,2024-07-13 15:00:03.498635-07:00,Saturday
Cars Land,Mater's Junkyard Jamboree,5,2024-07-13 15:15:03.645988-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 15:15:03.645988-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 15:15:03.645988-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 15:15:03.645988-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,15,2024-07-13 15:15:03.645988-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-13 15:15:03.645988-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-13 15:15:03.645988-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,20,2024-07-13 15:15:03.645988-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,20,2024-07-13 15:15:03.645988-07:00,Saturday
Paradise Gardens Park,Goofy's Sky School,30,2024-07-13 15:15:03.645988-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,30,2024-07-13 15:15:03.645988-07:00,Saturday
Pixar Pier,Incredicoaster,35,2024-07-13 15:15:03.645988-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,40,2024-07-13 15:15:03.645988-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",45,2024-07-13 15:15:03.645988-07:00,Saturday
Grizzly Peak,Soarin' Around the World,50,2024-07-13 15:15:03.645988-07:00,Saturday
Cars Land,Radiator Springs Racers,65,2024-07-13 15:15:03.645988-07:00,Saturday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,75,2024-07-13 15:15:03.645988-07:00,Saturday
Cars Land,Mater's Junkyard Jamboree,5,2024-07-13 15:30:03.852350-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 15:30:03.852350-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 15:30:03.852350-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 15:30:03.852350-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,15,2024-07-13 15:30:03.852350-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,15,2024-07-13 15:30:03.852350-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-13 15:30:03.852350-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,20,2024-07-13 15:30:03.852350-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,20,2024-07-13 15:30:03.852350-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,20,2024-07-13 15:30:03.852350-07:00,Saturday
Grizzly Peak,Soarin' Around the World,25,2024-07-13 15:30:03.852350-07:00,Saturday
Paradise Gardens Park,Goofy's Sky School,30,2024-07-13 15:30:03.852350-07:00,Saturday
Pixar Pier,Incredicoaster,35,2024-07-13 15:30:03.852350-07:00,Saturday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,40,2024-07-13 15:30:03.852350-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,40,2024-07-13 15:30:03.852350-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",45,2024-07-13 15:30:03.852350-07:00,Saturday
Cars Land,Radiator Springs Racers,65,2024-07-13 15:30:03.852350-07:00,Saturday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,90,2024-07-13 15:30:03.852350-07:00,Saturday
Cars Land,Mater's Junkyard Jamboree,5,2024-07-13 15:45:04.001636-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,5,2024-07-13 15:45:04.001636-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 15:45:04.001636-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 15:45:04.001636-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 15:45:04.001636-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,15,2024-07-13 15:45:04.001636-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,15,2024-07-13 15:45:04.001636-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,15,2024-07-13 15:45:04.001636-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-13 15:45:04.001636-07:00,Saturday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,20,2024-07-13 15:45:04.001636-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,20,2024-07-13 15:45:04.001636-07:00,Saturday
Grizzly Peak,Soarin' Around the World,25,2024-07-13 15:45:04.001636-07:00,Saturday
Paradise Gardens Park,Goofy's Sky School,30,2024-07-13 15:45:04.001636-07:00,Saturday
Pixar Pier,Incredicoaster,35,2024-07-13 15:45:04.001636-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",40,2024-07-13 15:45:04.001636-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,40,2024-07-13 15:45:04.001636-07:00,Saturday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,60,2024-07-13 15:45:04.001636-07:00,Saturday
Cars Land,Radiator Springs Racers,65,2024-07-13 15:45:04.001636-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,5,2024-07-13 16:00:04.151543-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 16:00:04.151543-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 16:00:04.151543-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 16:00:04.151543-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,15,2024-07-13 16:00:04.151543-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,15,2024-07-13 16:00:04.151543-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-13 16:00:04.151543-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-13 16:00:04.151543-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",20,2024-07-13 16:00:04.151543-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,20,2024-07-13 16:00:04.151543-07:00,Saturday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,30,2024-07-13 16:00:04.151543-07:00,Saturday
Pixar Pier,Incredicoaster,35,2024-07-13 16:00:04.151543-07:00,Saturday
Paradise Gardens Park,Goofy's Sky School,40,2024-07-13 16:00:04.151543-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,40,2024-07-13 16:00:04.151543-07:00,Saturday
Grizzly Peak,Soarin' Around the World,45,2024-07-13 16:00:04.151543-07:00,Saturday
Cars Land,Radiator Springs Racers,55,2024-07-13 16:00:04.151543-07:00,Saturday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,75,2024-07-13 16:00:04.151543-07:00,Saturday
Cars Land,Mater's Junkyard Jamboree,5,2024-07-13 16:15:04.417037-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,5,2024-07-13 16:15:04.417037-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,5,2024-07-13 16:15:04.417037-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 16:15:04.417037-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 16:15:04.417037-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 16:15:04.417037-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",10,2024-07-13 16:15:04.417037-07:00,Saturday
Pixar Pier,Incredicoaster,15,2024-07-13 16:15:04.417037-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,15,2024-07-13 16:15:04.417037-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,15,2024-07-13 16:15:04.417037-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-13 16:15:04.417037-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,20,2024-07-13 16:15:04.417037-07:00,Saturday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,30,2024-07-13 16:15:04.417037-07:00,Saturday
Paradise Gardens Park,Goofy's Sky School,40,2024-07-13 16:15:04.417037-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,40,2024-07-13 16:15:04.417037-07:00,Saturday
Grizzly Peak,Soarin' Around the World,45,2024-07-13 16:15:04.417037-07:00,Saturday
Cars Land,Radiator Springs Racers,55,2024-07-13 16:15:04.417037-07:00,Saturday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,65,2024-07-13 16:15:04.417037-07:00,Saturday
Cars Land,Mater's Junkyard Jamboree,5,2024-07-13 16:30:03.645590-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,5,2024-07-13 16:30:03.645590-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,5,2024-07-13 16:30:03.645590-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 16:30:03.645590-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 16:30:03.645590-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 16:30:03.645590-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,10,2024-07-13 16:30:03.645590-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,15,2024-07-13 16:30:03.645590-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,15,2024-07-13 16:30:03.645590-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",20,2024-07-13 16:30:03.645590-07:00,Saturday
Pixar Pier,Incredicoaster,20,2024-07-13 16:30:03.645590-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,25,2024-07-13 16:30:03.645590-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,30,2024-07-13 16:30:03.645590-07:00,Saturday
Grizzly Peak,Soarin' Around the World,35,2024-07-13 16:30:03.645590-07:00,Saturday
Paradise Gardens Park,Goofy's Sky School,40,2024-07-13 16:30:03.645590-07:00,Saturday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,50,2024-07-13 16:30:03.645590-07:00,Saturday
Cars Land,Radiator Springs Racers,55,2024-07-13 16:30:03.645590-07:00,Saturday
Cars Land,Mater's Junkyard Jamboree,5,2024-07-13 16:45:03.799384-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,5,2024-07-13 16:45:03.799384-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,5,2024-07-13 16:45:03.799384-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 16:45:03.799384-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 16:45:03.799384-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 16:45:03.799384-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,10,2024-07-13 16:45:03.799384-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,15,2024-07-13 16:45:03.799384-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,15,2024-07-13 16:45:03.799384-07:00,Saturday
Paradise Gardens Park,Goofy's Sky School,20,2024-07-13 16:45:03.799384-07:00,Saturday
Pixar Pier,Incredicoaster,20,2024-07-13 16:45:03.799384-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,25,2024-07-13 16:45:03.799384-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,25,2024-07-13 16:45:03.799384-07:00,Saturday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,30,2024-07-13 16:45:03.799384-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",30,2024-07-13 16:45:03.799384-07:00,Saturday
Grizzly Peak,Soarin' Around the World,35,2024-07-13 16:45:03.799384-07:00,Saturday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,50,2024-07-13 16:45:03.799384-07:00,Saturday
Cars Land,Radiator Springs Racers,55,2024-07-13 16:45:03.799384-07:00,Saturday
Cars Land,Mater's Junkyard Jamboree,5,2024-07-13 17:00:04.663228-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,5,2024-07-13 17:00:04.663228-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 17:00:04.663228-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 17:00:04.663228-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 17:00:04.663228-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,10,2024-07-13 17:00:04.663228-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,10,2024-07-13 17:00:04.663228-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,15,2024-07-13 17:00:04.663228-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,15,2024-07-13 17:00:04.663228-07:00,Saturday
Pixar Pier,Incredicoaster,20,2024-07-13 17:00:04.663228-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,25,2024-07-13 17:00:04.663228-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",30,2024-07-13 17:00:04.663228-07:00,Saturday
Grizzly Peak,Soarin' Around the World,35,2024-07-13 17:00:04.663228-07:00,Saturday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,40,2024-07-13 17:00:04.663228-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,40,2024-07-13 17:00:04.663228-07:00,Saturday
Paradise Gardens Park,Goofy's Sky School,45,2024-07-13 17:00:04.663228-07:00,Saturday
Cars Land,Radiator Springs Racers,60,2024-07-13 17:00:04.663228-07:00,Saturday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,70,2024-07-13 17:00:04.663228-07:00,Saturday
Cars Land,Mater's Junkyard Jamboree,5,2024-07-13 17:15:03.849063-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,5,2024-07-13 17:15:03.849063-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 17:15:03.849063-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 17:15:03.849063-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 17:15:03.849063-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,10,2024-07-13 17:15:03.849063-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,10,2024-07-13 17:15:03.849063-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,15,2024-07-13 17:15:03.849063-07:00,Saturday
Pixar Pier,Incredicoaster,20,2024-07-13 17:15:03.849063-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,20,2024-07-13 17:15:03.849063-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,25,2024-07-13 17:15:03.849063-07:00,Saturday
Paradise Gardens Park,Goofy's Sky School,35,2024-07-13 17:15:03.849063-07:00,Saturday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,40,2024-07-13 17:15:03.849063-07:00,Saturday
Grizzly Peak,Soarin' Around the World,45,2024-07-13 17:15:03.849063-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",55,2024-07-13 17:15:03.849063-07:00,Saturday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,60,2024-07-13 17:15:03.849063-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,60,2024-07-13 17:15:03.849063-07:00,Saturday
Cars Land,Radiator Springs Racers,65,2024-07-13 17:15:03.849063-07:00,Saturday
Cars Land,Mater's Junkyard Jamboree,5,2024-07-13 17:30:04.236144-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,5,2024-07-13 17:30:04.236144-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 17:30:04.236144-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 17:30:04.236144-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 17:30:04.236144-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,10,2024-07-13 17:30:04.236144-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,15,2024-07-13 17:30:04.236144-07:00,Saturday
Pixar Pier,Incredicoaster,20,2024-07-13 17:30:04.236144-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,20,2024-07-13 17:30:04.236144-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,25,2024-07-13 17:30:04.236144-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,35,2024-07-13 17:30:04.236144-07:00,Saturday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,40,2024-07-13 17:30:04.236144-07:00,Saturday
Grizzly Peak,Soarin' Around the World,45,2024-07-13 17:30:04.236144-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",45,2024-07-13 17:30:04.236144-07:00,Saturday
Paradise Gardens Park,Goofy's Sky School,45,2024-07-13 17:30:04.236144-07:00,Saturday
Cars Land,Radiator Springs Racers,55,2024-07-13 17:30:04.236144-07:00,Saturday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,60,2024-07-13 17:30:04.236144-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,60,2024-07-13 17:30:04.236144-07:00,Saturday
Cars Land,Mater's Junkyard Jamboree,5,2024-07-13 17:45:04.353723-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,5,2024-07-13 17:45:04.353723-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,5,2024-07-13 17:45:04.353723-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 17:45:04.353723-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 17:45:04.353723-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 17:45:04.353723-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,15,2024-07-13 17:45:04.353723-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,20,2024-07-13 17:45:04.353723-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",25,2024-07-13 17:45:04.353723-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,25,2024-07-13 17:45:04.353723-07:00,Saturday
Grizzly Peak,Soarin' Around the World,35,2024-07-13 17:45:04.353723-07:00,Saturday
Pixar Pier,Incredicoaster,35,2024-07-13 17:45:04.353723-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,35,2024-07-13 17:45:04.353723-07:00,Saturday
Avengers Campus,WEB SLINGERS: A Spider-Man Adventure,40,2024-07-13 17:45:04.353723-07:00,Saturday
Paradise Gardens Park,Goofy's Sky School,45,2024-07-13 17:45:04.353723-07:00,Saturday
Cars Land,Radiator Springs Racers,55,2024-07-13 17:45:04.353723-07:00,Saturday
Avengers Campus,Guardians of the Galaxy - Mission: BREAKOUT!,60,2024-07-13 17:45:04.353723-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,60,2024-07-13 17:45:04.353723-07:00,Saturday
Cars Land,Mater's Junkyard Jamboree,5,2024-07-13 18:00:03.510747-07:00,Saturday
Paradise Gardens Park,Silly Symphony Swings,5,2024-07-13 18:00:03.510747-07:00,Saturday
Paradise Gardens Park,The Little Mermaid - Ariel's Undersea Adventure,5,2024-07-13 18:00:03.510747-07:00,Saturday
Pixar Pier,Games of Pixar Pier,5,2024-07-13 18:00:03.510747-07:00,Saturday
Pixar Pier,Jessie's Critter Carousel,5,2024-07-13 18:00:03.510747-07:00,Saturday
Pixar Pier,Jumpin' Jellyfish,5,2024-07-13 18:00:03.510747-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round – Non-Swinging,15,2024-07-13 18:00:03.510747-07:00,Saturday
Pixar Pier,Inside Out Emotional Whirlwind,25,2024-07-13 18:00:03.510747-07:00,Saturday
Cars Land,Luigi's Rollickin' Roadsters,30,2024-07-13 18:00:03.510747-07:00,Saturday
Hollywood Land,"Monsters, Inc. Mike & Sulley to the Rescue!",30,2024-07-13 18:00:03.510747-07:00,Saturday
Pixar Pier,Pixar Pal-A-Round - Swinging,30,2024-07-13 18:00:03.510747-07:00,Saturday
Grizzly Peak,Soarin' Around the World,35,2024-07-13 18:00:03.510747-07:00,Saturday
Pixar Pier,Incredicoaster,35,2024-07-13 18:00:03.510747-07:00,Saturday
Pixar Pier,Toy Story Midway Mania!,35,2024-07-13 18:00:03.510747-07:00,Saturday
